Parishref,ParishId,ParishSystemId,Parish_Name,Parish_TLA,PFID,Medieval_Diocese,Medieval_Deanery,Parish_County,Parish_Burgh,Parish_NGR_Letters,Parish_NGR_Easting,Parish_NGR_Northing,Date Comment,Notes,Createdby,Createdate,Lastupdatedby,Lastupdatedon
"P/ST/403",403,"ST","Senwick","SXK",403,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/404",404,"ST","Simprin","SPX",404,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/405",405,"ST","Skinnet","SXI",405,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/406",406,"ST","Soroby","SXB",406,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/407",407,"ST","South Ronadsay St Peter's","SXR",407,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/408",408,"ST","Strafontein","SXF",408,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/409",409,"ST","Uig (Skye)","UIX",409,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/410",410,"ST","Wauchope","WHX",410,"Teviotdale","Eskdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/411",411,"ST","Whalsay","WYX",411,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/412",412,"ST","Wheelkirk","WRX",412,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/413",413,"ST","Wilton","WOX",413,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/414",414,"ST","Wiston","WIX",414,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/415",415,"ST","Abbey St Bathans","ASB",415,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/416",416,"ST","Abbotrule","AUX",416,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/417",417,"ST","Abbotshall","AAX",417,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/418",418,"ST","Abdie","ABE",418,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/420",420,"ST","Aberdalgie","ADG",420,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/421",421,"ST","Aberdeen St Machar","ABN",421,"Garioch","Aberdeen","Aberdeenshire","Lothian",,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/422",422,"ST","Aberdeen Snow","AWX",422,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/423",423,"ST","Aberdeen- Spittal","ASX",423,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/425",425,"ST","Aberdour","ABR",425,"Garioch","Boyne",,,"NJ",883,645,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/426",426,"ST","Aberfoyle","AFE",426,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/427",427,"ST","Aberlady","ABY",427,"South of Forth","South of Forth",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/428",428,"ST","Aberlemno","ABL",428,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/429",429,"ST","Aberlour","ABU",429,"Strathspey","Strathbogie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/431",431,"ST","Abernethy","AKE",431,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/432",432,"ST","Abernethy","ANX",432,"Strathspey","Strathspey",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/433",433,"ST","Abernyte","ANT",433,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/434",434,"ST","Abertarff","AFX",434,"Strathspey","Inverness",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/435",435,"ST","Aberuthven","AVX",435,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/436",436,"ST","Aboyne & Glentanar","ABG",436,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/437",437,"ST","Aboyne","ABX",437,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/438",438,"ST","Advie","ADX",438,"Strathspey","Strathspey",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/439",439,"ST","Airlie","AIR",439,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/440",440,"ST","Airth","AIH",440,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/441",441,"ST","Aithsting","AIX",441,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/442",442,"ST","Alford","ALF",442,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/443",443,"ST","Alloa","ALL",443,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/444",444,"ST","Alness","ALN",444,"Ross",,,,"NH",644,691,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/445",445,"ST","Altyre","AYX",445,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/446",446,"ST","Alva","AVA",446,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/447",447,"ST","Alvah","ALV",447,"Garioch","Boyne",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/448",448,"ST","Alves","AVS",448,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/449",449,"ST","Alvie","ALE",449,"Strathspey","Strathspey",,,"NH",860,90,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/450",450,"ST","Alyth","ALY",450,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/451",451,"ST","Ancrum","ANM",451,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/452",452,"ST","Annan","ANN",452,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/453",453,"ST","Anstruther Easter","ANE",453,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/454",454,"ST","Anstruther Wester","ANR",454,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/455",455,"ST","Antermony","AMX",455,"Teviotdale","Lennox",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/456",456,"ST","Anwoth","ANH",456,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/457",457,"ST","Applecross","APC",457,"Ross",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/458",458,"ST","Applegarth","APP",458,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/459",459,"ST","Arbirlot","ARB",459,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/460",460,"ST","Arbroath & St Vigeans","ASV",460,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/461",461,"ST","Arbuthnott","ABT",461,"Merse","Mearns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/462",462,"ST","Ardchattan & Muckairn","AMN",462,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/463",463,"ST","Ardchattan","AHX",463,"Morvern","Lorn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/464",464,"ST","Ardclach","ACL",464,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/465",465,"ST","Ardeonaig","AOX",465,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/466",466,"ST","Ardersier","ARS",466,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/467",467,"ST","Ardgour","ARR",467,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/468",468,"ST","Ardnamurchan","ARD",468,"Morvern","Morvern",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/469",469,"ST","Ardoch","ARH",469,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/470",470,"ST","Ardrossan","ARO",470,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/471",471,"ST","Arisaig & Moidart","AMT",471,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/472",472,"ST","Arisaig","AGX",472,"Morvern","Morvern",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/473",473,"ST","Arngask","AGK",473,"Merse","Fothriff",,,"NO",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/474",474,"ST","Arrochar","AAR",474,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/475",475,"ST","Ashkirk","ASH",475,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/476",476,"ST","Assynt","ASY",476,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/477",477,"ST","Athelstaneford","ATF",477,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/478",478,"ST","Auchindoir & Kearn","ARK",478,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/479",479,"ST","Auchindoir","ARX",479,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/480",480,"ST","Auchinleck","AUK",480,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/481",481,"ST","Auchterarder","AUA",481,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/482",482,"ST","Auchterderran","ADN",482,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/483",483,"ST","Auchtergaven","AUG",483,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/484",484,"ST","Auchterhouse","AUH",484,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/485",485,"ST","Auchterless","AUS",485,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/486",486,"ST","Auchtermuchty","AMY",486,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/487",487,"ST","Auchtertool","ATL",487,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/488",488,"ST","Auldbar","ALX",488,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/489",489,"ST","Auldcathie","ACX",489,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/490",490,"ST","Auldearn","AUL",490,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/491",491,"ST","Auldhame","AEX",491,"Merse","Haddington",,,"NT",590,840,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/493",493,"ST","Avondale","AVO",493,"Teviotdale","Rutherglen",,,"NS",690,450,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/494",494,"ST","Ayr","AYP",494,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/495",495,"ST","Ayton","AYT",495,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/496",496,"ST","Belhelvie","BEL",496,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/497",497,"ST","Birse","BIR",497,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/498",498,"ST","Botarie","BTX",498,"Strathspey","Strathbogie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/499",499,"ST","Bourtie","BOU",499,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/500",500,"ST","Braemar","BXE",500,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/501",501,"ST","Ballumby","BYX",501,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/502",502,"ST","Barry","BRY",502,"Merse","Angus",,,"NO",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/503",503,"ST","Benvie","BVX",503,"Merse","Gowrie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/504",504,"ST","Brechin","BRE",504,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/505",505,"ST","Burghill","BHX",505,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/506",506,"ST","Ballantrae","BAL",506,"Teviotdale","Carrick",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/507",507,"ST","Barnweil","BWX",507,"Teviotdale","Kyle & Cunningham",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/508",508,"ST","Barr","BAR",508,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/510",510,"ST","Banff","BFF",510,"Garioch","Boyne",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/511",511,"ST","Botriphnie","BOT",511,"Strathspey","Strathbogie",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/512",512,"ST","Boyndie","BOY",512,"Garioch","Boyne",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/513",513,"ST","Bassendean","BDX",513,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/514",514,"ST","Berwick-on-Tweed","BET",514,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/515",515,"ST","Bunkle & Preston","BUP",515,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/516",516,"ST","Bunkle","BUX",516,"South of Forth","South of Forth",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/517",517,"ST","Bower","BOW",517,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/518",518,"ST","Brydekirk","BEX",518,"Teviotdale","Annadale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/519",519,"ST","Bonhill","BON",519,"Teviotdale","Lennox",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/520",520,"ST","Bara","BRX",520,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/521",521,"ST","Bolton","BOL",521,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/522",522,"ST","Ballingry","BGY",522,"Merse","Fothriff",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/523",523,"ST","Balmerino","BMO",523,"Merse","Fife",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/524",524,"ST","Beath","BEA",524,"South of Forth","Fife & Strathearn",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/525",525,"ST","Burntisland","BUI",525,"Merse","Fothriff",,,"NT",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/526",526,"ST","Broughton","BGX",526,"Teviotdale","Peebles",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/527",527,"ST","Broughton, Glenholm & Kilbucho","BGK",527,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/528",528,"ST","Barra","BRR",528,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/529",529,"ST","Benbecula","BBX",529,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/530",530,"ST","Boleskine & Abertarff","BAF",530,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/531",531,"ST","Boleskine","BOX",531,"Strathspey","Inverness",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/532",532,"ST","Bona","BAX",532,"Strathspey","Inverness",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/533",533,"ST","Bracadale","BRL",533,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/534",534,"ST","Brackley","BLX",534,"Strathspey","Inverness",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/535",535,"ST","Balmaclellan","BMC",535,"Rhinns",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/536",536,"ST","Balnacross","BCX",536,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/537",537,"ST","Borgue","BOR",537,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/538",538,"ST","Buittle","BUL",538,"Rhinns","Desnes",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/539",539,"ST","Banchory Devenick","BAD",539,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/540",540,"ST","Banchory Ternan","BAT",540,"Garioch","Aberdeen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/541",541,"ST","Benholm","BEN",541,"Merse","Mearns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/542",542,"ST","Bervie","BER",542,"Merse","Mearns",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/543",543,"ST","Biggar","BIG",543,"Teviotdale","Lanark",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/544",544,"ST","Blantyre","BLT",544,"Teviotdale","Rutherglen",,,"NS",680,570,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/545",545,"ST","Bothwell","BTW",545,"Teviotdale","Rutherglen",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/546",546,"ST","Borthwick","BOK",546,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/547",547,"ST","Bellie","BLE",547,"Strathspey","Elgin",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/548",548,"ST","Birnie","BIE",548,"Strathspey","Elgin",,,"NJ",206,586,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/549",549,"ST","Boharm","BOH",549,"Strathspey","Strathbogie",,,"NJ",341,500,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/550",550,"ST","Berwick St Laurence","BXL",550,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/551",551,"ST","Berwick St Mary's","BXM",551,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/552",552,"ST","Birsay & Harray","BIH",552,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/553",553,"ST","Birsay","BIX",553,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/554",554,"ST","Burness","BXR",554,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/555",555,"ST","Burray","BXU",555,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/556",556,"ST","Baliasta","BSX",556,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/557",557,"ST","Balquhidder","BQR",557,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/558",558,"ST","Bendochy","BDY",558,"South of Forth","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/559",559,"ST","Blackford","BLF",559,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/560",560,"ST","Blair Atholl","BLA",560,"South of Forth","Atholl & Drumalbane",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/562",562,"ST","Barvas","BVS",562,"Isles",,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/563",563,"ST","Bedrule","BEE",563,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/564",564,"ST","Bowden","BWD",564,"Teviotdale","Teviotdale",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/565",565,"ST","Bressay","BRS",565,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/566",566,"ST","Burra","BXA",566,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/567",567,"ST","Bass","BXS",567,"Merse","Haddington",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/568",568,"ST","Binny","BXY",568,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/569",569,"ST","Bondington","BXN",569,"Merse","Merse",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/570",570,"ST","Baldernock","BDK",570,"Teviotdale","Lennox",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/571",571,"ST","Balfron","BFN",571,"Teviotdale","Lennox",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/572",572,"ST","Bothkenner","BKX",572,"Merse","Linlithgow",,,"NS",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/573",573,"ST","Buchanan","BUC",573,"Teviotdale","Lennox",,,"NS",,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/574",574,"ST","Bathgate","BGT",574,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/575",575,"ST","Bo'ness","BCN",575,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/576",576,"ST","Bo'ness/Kinneil","BNX",576,"Merse","Linlithgow",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/577",577,"ST","Cairnie","CIE",577,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/578",578,"ST","Chapel of Garioch","CHG",578,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/579",579,"ST","Clatt","CTT",579,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/580",580,"ST","Cluny","CLU",580,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/581",581,"ST","Coldstone","CXS",581,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/582",582,"ST","Coull","COU",582,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/583",583,"ST","Crathie & Braemar","CRB",583,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/584",584,"ST","Crathie","CXR",584,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/585",585,"ST","Crimond","CRI",585,"Garioch","Buchan",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/587",587,"ST","Culsalmond","CUD",587,"Garioch","Garioch",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/588",588,"ST","Cushnie","CNX",588,"Garioch","Marr",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/589",589,"ST","Carmyllie","CMY",589,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/590",590,"ST","Cortachy & Clova","COC",590,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/591",591,"ST","Craig","CRG",591,"Merse","Angus",,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/592",592,"ST","Campbeltown","CAM",592,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
"P/ST/593",593,"ST","Coll","COL",593,,,,,,,,,,"ST","03/15/01 14:34:10","ST","03/15/01 14:34:10"
